content_id,title,channel,publish_date,views,clicks,utm_source,utm_medium,utm_campaign
CNT-00335,Youtube piece #335,youtube,2024-08-11,18919,759,youtube,video,
CNT-00336,Newsletter piece #336,newsletter,2025-05-14,7832,69,newsletter,email,cmp_008
CNT-00337,Podcast piece #337,podcast,2024-10-08,7787,265,podcast,audio,cmp_023
CNT-00338,Youtube piece #338,youtube,2024-04-08,40058,1412,youtube,video,
CNT-00339,Instagram piece #339,instagram,2024-12-28,20557,563,instagram,social,
CNT-00340,Blog piece #340,blog,2024-08-19,9598,226,blog,content,cmp_029
CNT-00341,Blog piece #341,blog,2024-02-02,8926,327,,content,cmp_003
CNT-00342,Youtube piece #342,youtube,2025-05-26,59614,3097,youtube,video,cmp_004
CNT-00343,Podcast piece #343,podcast,2024-02-13,17455,768,podcast,audio,cmp_005
CNT-00344,Blog piece #344,blog,2024-10-14,13684,749,blog,content,cmp_029
CNT-00345,Instagram piece #345,instagram,2024-01-17,39043,1839,instagram,social,cmp_007
CNT-00346,Instagram piece #346,instagram,2024-06-15,17791,664,instagram,social,
CNT-00347,Blog piece #347,blog,2024-12-05,1597,78,blog,content,cmp_020
CNT-00348,Instagram piece #348,instagram,2024-02-24,36440,476,instagram,social,cmp_022
CNT-00349,Podcast piece #349,podcast,2025-02-10,22848,936,podcast,audio,cmp_023
CNT-00350,Instagram piece #350,instagram,2025-01-19,19723,600,instagram,social,
CNT-00351,Youtube piece #351,youtube,2024-10-29,57688,707,youtube,video,
CNT-00352,Blog piece #352,blog,2024-06-06,568,26,blog,content,cmp_001
CNT-00353,Instagram piece #353,instagram,2025-03-31,15332,228,instagram,social,cmp_022
CNT-00354,Podcast piece #354,podcast,2025-02-21,20501,274,podcast,audio,
CNT-00355,Podcast piece #355,podcast,2024-11-28,15929,470,podcast,audio,
CNT-00356,Podcast piece #356,podcast,2024-09-05,13928,525,podcast,audio,cmp_023
CNT-00357,Instagram piece #357,instagram,2024-11-04,21144,352,instagram,social,cmp_007
CNT-00358,Instagram piece #358,instagram,2024-09-14,29364,1676,instagram,social,cmp_022
CNT-00359,Twitter piece #359,twitter,2025-04-13,16802,963,twitter,social,
CNT-00360,Instagram piece #360,instagram,2025-03-26,29006,736,instagram,social,
CNT-00361,Podcast piece #361,podcast,2024-05-19,11186,493,podcast,audio,cmp_027
CNT-00362,Instagram piece #362,instagram,2024-10-25,39053,1804,instagram,social,
CNT-00363,Twitter piece #363,twitter,2024-11-29,2562,72,twitter,social,
CNT-00364,Podcast piece #364,podcast,2024-07-03,26641,1157,podcast,audio,
CNT-00365,Newsletter piece #365,newsletter,2024-08-02,4310,189,newsletter,email,
CNT-00366,Newsletter piece #366,newsletter,2025-05-26,9502,144,newsletter,email,cmp_008
CNT-00367,Blog piece #367,blog,2025-03-09,6343,377,blog,content,cmp_016
CNT-00368,Blog piece #368,blog,2025-03-04,4631,167,blog,content,cmp_029
CNT-00369,Podcast piece #369,podcast,2024-03-28,20255,862,podcast,audio,
CNT-00370,Podcast piece #370,podcast,2025-02-13,19312,1125,podcast,audio,
CNT-00371,Youtube piece #371,youtube,2024-01-11,60575,2837,youtube,video,
CNT-00372,Twitter piece #372,twitter,2025-04-01,14962,410,twitter,social,
CNT-00373,Blog piece #373,blog,2025-05-27,13328,441,blog,content,
CNT-00374,Youtube piece #374,youtube,2024-04-28,121403,6219,youtube,video,cmp_012
CNT-00375,Newsletter piece #375,newsletter,2024-07-30,3597,47,newsletter,email,cmp_008
CNT-00376,Instagram piece #376,instagram,2024-02-15,20384,1021,instagram,social,
CNT-00377,Blog piece #377,blog,2024-04-21,5046,298,blog,content,cmp_003
CNT-00378,Instagram piece #378,instagram,2025-03-12,14904,862,instagram,social,cmp_009
CNT-00379,Twitter piece #379,twitter,2025-03-18,2670,143,twitter,social,cmp_002
CNT-00380,Blog piece #380,blog,2024-08-07,9591,179,blog,content,
CNT-00381,Youtube piece #381,youtube,2024-04-14,55252,1492,youtube,video,cmp_028
CNT-00382,Newsletter piece #382,newsletter,2025-06-24,2329,135,newsletter,email,cmp_024
CNT-00383,Podcast piece #383,podcast,2024-04-26,4960,198,podcast,audio,
CNT-00384,Instagram piece #384,instagram,2024-03-27,42833,1839,instagram,social,cmp_007
CNT-00385,Twitter piece #385,twitter,2025-01-17,9003,267,twitter,social,cmp_015
CNT-00386,Newsletter piece #386,newsletter,2024-06-26,2618,96,newsletter,email,cmp_024
CNT-00387,Newsletter piece #387,newsletter,2024-02-24,15847,526,newsletter,email,cmp_030
CNT-00388,Podcast piece #388,podcast,2025-05-21,50,1,podcast,audio,
CNT-00389,Newsletter piece #389,newsletter,2025-05-15,11078,547,newsletter,email,cmp_008
CNT-00390,Podcast piece #390,podcast,2024-10-22,25083,420,podcast,audio,
CNT-00391,Newsletter piece #391,newsletter,2025-06-07,9790,472,newsletter,email,cmp_008
CNT-00392,Blog piece #392,blog,2025-03-27,7157,260,blog,content,cmp_029
CNT-00393,Blog piece #393,blog,2024-09-10,1942,60,blog,content,
CNT-00394,Newsletter piece #394,newsletter,2024-04-30,25502,1232,newsletter,email,
CNT-00395,Podcast piece #395,podcast,2024-12-25,22938,694,podcast,audio,
CNT-00396,Twitter piece #396,twitter,2024-03-01,4425,166,twitter,social,
CNT-00397,Twitter piece #397,twitter,2024-11-27,17939,677,twitter,social,cmp_002
CNT-00398,Twitter piece #398,twitter,2025-02-25,11211,625,twitter,social,
CNT-00399,Twitter piece #399,twitter,2024-05-15,12023,614,twitter,social,
CNT-00400,Newsletter piece #400,newsletter,2024-05-25,15567,591,newsletter,email,cmp_024
CNT-00401,Youtube piece #401,youtube,2024-04-05,8171,360,youtube,video,cmp_018
CNT-00402,Instagram piece #402,instagram,2024-01-03,34595,1839,instagram,social,cmp_013
CNT-00403,Blog piece #403,blog,2025-01-01,9774,280,blog,content,
CNT-00404,Newsletter piece #404,newsletter,2024-10-01,1082,26,newsletter,email,cmp_008
CNT-00405,Podcast piece #405,podcast,2025-05-11,19546,931,,audio,
CNT-00406,Newsletter piece #406,newsletter,2024-01-17,50,0,newsletter,email,cmp_008
CNT-00407,Newsletter piece #407,newsletter,2024-07-26,18515,997,newsletter,email,
CNT-00408,Instagram piece #408,instagram,2024-04-05,21217,891,instagram,social,cmp_009
CNT-00409,Youtube piece #409,youtube,2025-02-09,14396,680,youtube,video,cmp_004
CNT-00410,Youtube piece #410,youtube,2024-08-06,14163,464,youtube,video,cmp_028
CNT-00411,Newsletter piece #411,newsletter,2024-01-10,12398,176,newsletter,email,
CNT-00412,Newsletter piece #412,newsletter,2024-03-13,8223,163,newsletter,email,
CNT-00413,Youtube piece #413,youtube,2024-11-16,29668,827,youtube,video,
CNT-00414,Blog piece #414,blog,2024-05-26,8244,95,blog,content,
CNT-00415,Twitter piece #415,twitter,2025-03-26,9040,424,twitter,social,
CNT-00416,Newsletter piece #416,newsletter,2024-08-10,10673,133,newsletter,email,
CNT-00417,Podcast piece #417,podcast,2025-01-28,9322,458,podcast,audio,
CNT-00418,Twitter piece #418,twitter,2024-10-18,18126,879,twitter,social,
CNT-00419,Blog piece #419,blog,2024-11-04,7359,131,blog,content,
CNT-00420,Twitter piece #420,twitter,2025-05-21,21456,602,twitter,social,
CNT-00421,Youtube piece #421,youtube,2025-06-24,48220,1291,youtube,video,cmp_021
CNT-00422,Newsletter piece #422,newsletter,2025-01-09,7518,273,newsletter,email,cmp_008
CNT-00423,Youtube piece #423,youtube,2024-03-10,63752,3568,youtube,video,cmp_012
CNT-00424,Blog piece #424,blog,2025-05-28,6217,297,blog,content,cmp_020
CNT-00425,Podcast piece #425,podcast,2024-06-05,13668,472,podcast,audio,
CNT-00426,Podcast piece #426,podcast,2024-11-30,22636,641,podcast,audio,
CNT-00427,Blog piece #427,blog,2024-03-08,4574,263,blog,content,cmp_014
CNT-00428,Youtube piece #428,youtube,2025-04-09,71917,2865,,video,
CNT-00429,Blog piece #429,blog,2024-06-28,10130,450,blog,content,
CNT-00430,Podcast piece #430,podcast,2025-06-13,24629,1199,podcast,audio,cmp_023
CNT-00431,Blog piece #431,blog,2024-10-02,5806,318,blog,content,cmp_016
CNT-00432,Youtube piece #432,youtube,2024-09-26,31543,1420,youtube,video,cmp_018
CNT-00433,Podcast piece #433,podcast,2025-01-03,31755,529,podcast,audio,
CNT-00434,Podcast piece #434,podcast,2024-04-28,21084,419,podcast,audio,cmp_005
CNT-00435,Twitter piece #435,twitter,2024-02-17,5035,79,twitter,social,
CNT-00436,Podcast piece #436,podcast,2025-03-05,16560,325,podcast,audio,
CNT-00437,Instagram piece #437,instagram,2024-10-04,29897,424,instagram,social,cmp_009
CNT-00438,Podcast piece #438,podcast,2024-02-17,4593,264,,audio,cmp_026
CNT-00439,Instagram piece #439,instagram,2024-12-01,34486,937,instagram,social,
CNT-00440,Blog piece #440,blog,2024-09-05,8054,258,blog,content,cmp_029
CNT-00441,Twitter piece #441,twitter,2024-09-08,21775,201,twitter,social,
CNT-00442,Blog piece #442,blog,2024-01-10,12777,734,,content,
CNT-00443,Blog piece #443,blog,2024-11-10,9512,193,blog,content,cmp_003
CNT-00444,Blog piece #444,blog,2024-10-13,8687,111,blog,content,
CNT-00445,Podcast piece #445,podcast,2025-02-26,12359,725,podcast,audio,cmp_023
CNT-00446,Blog piece #446,blog,2025-02-07,2688,31,blog,content,cmp_003
CNT-00447,Twitter piece #447,twitter,2024-10-25,11567,574,twitter,social,
CNT-00448,Instagram piece #448,instagram,2025-04-08,33455,740,,social,cmp_022
CNT-00449,Youtube piece #449,youtube,2024-06-08,68237,1660,youtube,video,cmp_011
CNT-00450,Newsletter piece #450,newsletter,2024-11-11,11231,360,newsletter,email,cmp_030
CNT-00451,Instagram piece #451,instagram,2024-02-11,27671,434,instagram,social,
CNT-00452,Newsletter piece #452,newsletter,2025-06-09,17232,181,newsletter,email,
CNT-00453,Twitter piece #453,twitter,2024-02-01,25503,941,twitter,social,cmp_002
CNT-00454,Twitter piece #454,twitter,2024-05-04,7808,67,twitter,social,
CNT-00455,Twitter piece #455,twitter,2024-07-21,15102,615,twitter,social,
CNT-00456,Instagram piece #456,instagram,2024-03-17,10602,96,,social,
CNT-00457,Newsletter piece #457,newsletter,2024-05-11,15794,790,newsletter,email,
CNT-00458,Youtube piece #458,youtube,2024-06-21,73593,4125,youtube,video,
CNT-00459,Newsletter piece #459,newsletter,2024-01-31,4250,112,newsletter,email,cmp_024
CNT-00460,Twitter piece #460,twitter,2024-02-05,17103,682,twitter,social,
CNT-00461,Newsletter piece #461,newsletter,2025-02-25,12060,151,newsletter,email,cmp_030
CNT-00462,Podcast piece #462,podcast,2024-09-12,8096,330,podcast,audio,
CNT-00463,Newsletter piece #463,newsletter,2025-01-02,50,1,newsletter,email,cmp_024
CNT-00464,Twitter piece #464,twitter,2024-01-27,13598,334,twitter,social,
CNT-00465,Instagram piece #465,instagram,2024-02-29,27371,727,instagram,social,cmp_009
CNT-00466,Youtube piece #466,youtube,2024-09-10,16547,697,youtube,video,
CNT-00467,Blog piece #467,blog,2024-02-27,6771,256,blog,content,cmp_029
CNT-00468,Twitter piece #468,twitter,2024-06-29,50,1,twitter,social,
CNT-00469,Instagram piece #469,instagram,2024-01-29,18456,692,instagram,social,
CNT-00470,Newsletter piece #470,newsletter,2024-11-12,3720,63,,email,cmp_030
CNT-00471,Twitter piece #471,twitter,2024-01-21,11737,654,twitter,social,cmp_015
CNT-00472,Instagram piece #472,instagram,2024-03-01,21919,200,instagram,social,
CNT-00473,Youtube piece #473,youtube,2025-06-22,88985,2440,youtube,video,cmp_004
CNT-00474,Instagram piece #474,instagram,2024-11-05,50,1,instagram,social,
CNT-00475,Newsletter piece #475,newsletter,2025-05-13,6242,364,newsletter,email,
CNT-00476,Instagram piece #476,instagram,2024-08-16,15417,656,instagram,social,cmp_010
CNT-00477,Twitter piece #477,twitter,2024-06-30,9672,554,twitter,social,
CNT-00478,Podcast piece #478,podcast,2024-02-03,50,0,podcast,audio,
CNT-00479,Podcast piece #479,podcast,2024-08-14,12302,415,podcast,audio,cmp_026
CNT-00480,Instagram piece #480,instagram,2024-06-20,17239,708,instagram,social,
CNT-00481,Blog piece #481,blog,2024-12-09,3331,69,,content,cmp_001
CNT-00482,Blog piece #482,blog,2024-01-02,6930,72,blog,content,cmp_003
CNT-00483,Newsletter piece #483,newsletter,2025-05-19,11288,310,newsletter,email,
CNT-00484,Podcast piece #484,podcast,2024-08-18,9337,153,,audio,
CNT-00485,Instagram piece #485,instagram,2024-01-21,8403,99,instagram,social,cmp_007
CNT-00486,Podcast piece #486,podcast,2024-04-05,35120,898,podcast,audio,
CNT-00487,Blog piece #487,blog,2024-02-01,1238,49,blog,content,cmp_006
CNT-00488,Twitter piece #488,twitter,2024-07-13,16385,479,twitter,social,
CNT-00489,Podcast piece #489,podcast,2024-09-28,10972,142,podcast,audio,cmp_027
CNT-00490,Twitter piece #490,twitter,2024-02-25,6880,184,twitter,social,cmp_025
CNT-00491,Newsletter piece #491,newsletter,2024-07-23,10680,439,newsletter,email,cmp_008
CNT-00492,Instagram piece #492,instagram,2025-02-11,27145,881,instagram,social,cmp_022
CNT-00493,Newsletter piece #493,newsletter,2024-07-08,4757,84,,email,cmp_024
CNT-00494,Twitter piece #494,twitter,2024-10-02,17113,639,twitter,social,
CNT-00495,Youtube piece #495,youtube,2024-03-28,20861,615,youtube,video,cmp_004
CNT-00496,Newsletter piece #496,newsletter,2025-06-19,405,12,newsletter,email,
CNT-00497,Newsletter piece #497,newsletter,2024-08-29,6074,333,newsletter,email,cmp_030
CNT-00498,Podcast piece #498,podcast,2024-05-30,15542,221,podcast,audio,cmp_023
CNT-00499,Twitter piece #499,twitter,2024-07-16,17302,1027,twitter,social,
CNT-00500,Blog piece #500,blog,2024-05-31,8691,446,blog,content,
CNT-00501,Youtube piece #501,youtube,2024-03-30,24271,605,youtube,video,cmp_004
CNT-00502,Blog piece #502,blog,2025-06-19,8342,405,blog,content,cmp_016
CNT-00503,Podcast piece #503,podcast,2024-04-12,25311,335,podcast,audio,cmp_026
CNT-00504,Newsletter piece #504,newsletter,2024-09-27,5194,145,newsletter,email,
CNT-00505,Youtube piece #505,youtube,2024-06-25,42607,1689,youtube,video,cmp_012
CNT-00506,Blog piece #506,blog,2024-08-31,7980,84,blog,content,cmp_006
CNT-00507,Youtube piece #507,youtube,2024-12-11,54426,1228,youtube,video,
CNT-00508,Youtube piece #508,youtube,2024-08-21,24082,360,youtube,video,cmp_012
CNT-00509,Instagram piece #509,instagram,2025-03-02,17488,541,instagram,social,cmp_013
CNT-00510,Podcast piece #510,podcast,2025-01-17,12614,639,podcast,audio,cmp_026
CNT-00511,Blog piece #511,blog,2025-06-02,850,29,blog,content,cmp_029
CNT-00512,Twitter piece #512,twitter,2024-02-29,19152,401,twitter,social,
CNT-00513,Blog piece #513,blog,2024-07-22,4993,171,blog,content,cmp_001
CNT-00514,Twitter piece #514,twitter,2025-01-16,25258,844,twitter,social,
CNT-00515,Newsletter piece #515,newsletter,2024-12-24,2891,62,newsletter,email,cmp_008
CNT-00516,Newsletter piece #516,newsletter,2024-02-20,15594,256,newsletter,email,
CNT-00517,Twitter piece #517,twitter,2024-08-18,9498,278,,social,
CNT-00518,Blog piece #518,blog,2024-01-10,3438,112,blog,content,cmp_029
CNT-00519,Youtube piece #519,youtube,2024-08-17,44266,1057,youtube,video,
CNT-00520,Newsletter piece #520,newsletter,2025-01-20,16679,872,newsletter,email,cmp_024
CNT-00521,Blog piece #521,blog,2025-06-17,7630,101,blog,content,
CNT-00522,Instagram piece #522,instagram,2024-10-16,10141,238,instagram,social,cmp_010
CNT-00523,Blog piece #523,blog,2024-11-28,7805,351,blog,content,cmp_003
CNT-00524,Podcast piece #524,podcast,2024-09-03,9646,528,podcast,audio,
CNT-00525,Podcast piece #525,podcast,2025-02-17,7750,352,podcast,audio,
CNT-00526,Instagram piece #526,instagram,2025-03-04,5122,148,instagram,social,
CNT-00527,Podcast piece #527,podcast,2024-07-13,7138,311,podcast,audio,cmp_026
CNT-00528,Podcast piece #528,podcast,2024-11-03,26858,1395,podcast,audio,
CNT-00529,Twitter piece #529,twitter,2024-10-27,15080,323,twitter,social,
CNT-00530,Twitter piece #530,twitter,2024-12-09,14168,595,twitter,social,cmp_017
CNT-00531,Newsletter piece #531,newsletter,2024-12-05,3589,115,newsletter,email,cmp_030
CNT-00532,Podcast piece #532,podcast,2024-03-13,23621,768,podcast,audio,cmp_027
CNT-00533,Podcast piece #533,podcast,2024-11-01,50,0,podcast,audio,cmp_027
CNT-00534,Twitter piece #534,twitter,2024-11-19,19564,1033,twitter,social,cmp_017
CNT-00535,Blog piece #535,blog,2024-06-30,5517,173,blog,content,
CNT-00536,Podcast piece #536,podcast,2024-06-11,17867,597,podcast,audio,cmp_027
CNT-00537,Blog piece #537,blog,2025-03-15,50,1,,content,cmp_006
CNT-00538,Youtube piece #538,youtube,2024-11-25,84934,4022,youtube,video,cmp_004
CNT-00539,Blog piece #539,blog,2024-09-11,7094,171,blog,content,cmp_006
CNT-00540,Twitter piece #540,twitter,2024-03-07,26576,1351,twitter,social,cmp_025
CNT-00541,Podcast piece #541,podcast,2025-06-20,5126,306,podcast,audio,
CNT-00542,Instagram piece #542,instagram,2024-07-11,45518,754,instagram,social,
CNT-00543,Youtube piece #543,youtube,2024-08-21,57558,1092,,video,cmp_004
CNT-00544,Instagram piece #544,instagram,2024-02-08,59723,1642,instagram,social,
CNT-00545,Podcast piece #545,podcast,2024-02-19,12655,172,podcast,audio,cmp_005
CNT-00546,Newsletter piece #546,newsletter,2025-03-30,7162,198,newsletter,email,cmp_008
CNT-00547,Twitter piece #547,twitter,2024-01-10,8653,367,twitter,social,
CNT-00548,Twitter piece #548,twitter,2025-03-04,22057,1129,twitter,social,
CNT-00549,Youtube piece #549,youtube,2024-10-16,54652,1001,youtube,video,cmp_021
CNT-00550,Twitter piece #550,twitter,2025-01-01,14241,634,twitter,social,cmp_019
CNT-00551,Twitter piece #551,twitter,2025-05-07,11741,503,twitter,social,
CNT-00552,Blog piece #552,blog,2025-05-20,6233,98,blog,content,cmp_020
CNT-00553,Blog piece #553,blog,2024-04-13,10277,326,blog,content,cmp_001
CNT-00554,Youtube piece #554,youtube,2024-06-27,23133,1236,youtube,video,cmp_028
CNT-00555,Instagram piece #555,instagram,2025-03-12,21575,1023,,social,
CNT-00556,Blog piece #556,blog,2024-06-23,4395,110,blog,content,
CNT-00557,Instagram piece #557,instagram,2024-04-05,13577,188,instagram,social,cmp_013
CNT-00558,Blog piece #558,blog,2025-05-04,8366,414,blog,content,
CNT-00559,Youtube piece #559,youtube,2024-05-15,41885,2387,youtube,video,cmp_021
CNT-00560,Newsletter piece #560,newsletter,2025-03-24,6425,111,newsletter,email,cmp_008
CNT-00561,Blog piece #561,blog,2024-05-13,1857,100,blog,content,cmp_020
CNT-00562,Instagram piece #562,instagram,2024-01-13,23621,1054,instagram,social,
CNT-00563,Podcast piece #563,podcast,2024-08-17,28269,723,podcast,audio,
CNT-00564,Youtube piece #564,youtube,2025-03-19,39435,1672,youtube,video,cmp_028
CNT-00565,Blog piece #565,blog,2025-01-29,10006,544,blog,content,cmp_003
CNT-00566,Podcast piece #566,podcast,2025-04-25,28542,1492,podcast,audio,cmp_027
CNT-00567,Instagram piece #567,instagram,2024-09-03,16813,577,instagram,social,cmp_009
CNT-00568,Youtube piece #568,youtube,2025-04-15,64043,1991,youtube,video,cmp_018
CNT-00569,Newsletter piece #569,newsletter,2024-11-19,12135,509,newsletter,email,cmp_030
CNT-00570,Podcast piece #570,podcast,2024-01-01,22163,1129,podcast,audio,
CNT-00571,Blog piece #571,blog,2024-11-07,9567,402,blog,content,cmp_029
CNT-00572,Youtube piece #572,youtube,2024-08-16,22894,1188,youtube,video,
CNT-00573,Podcast piece #573,podcast,2025-04-29,13221,416,podcast,audio,
CNT-00574,Youtube piece #574,youtube,2024-12-15,19905,526,youtube,video,
CNT-00575,Podcast piece #575,podcast,2025-06-18,12003,655,podcast,audio,
CNT-00576,Blog piece #576,blog,2025-02-23,7215,97,blog,content,cmp_029
CNT-00577,Newsletter piece #577,newsletter,2024-08-08,50,2,newsletter,email,cmp_030
CNT-00578,Blog piece #578,blog,2024-05-06,7673,369,blog,content,
CNT-00579,Podcast piece #579,podcast,2024-05-17,15817,732,podcast,audio,cmp_027
CNT-00580,Podcast piece #580,podcast,2024-06-30,14811,651,podcast,audio,
CNT-00581,Youtube piece #581,youtube,2025-01-31,24767,612,youtube,video,cmp_021
CNT-00582,Blog piece #582,blog,2024-09-11,1892,42,blog,content,
CNT-00583,Newsletter piece #583,newsletter,2024-05-16,12213,660,newsletter,email,
CNT-00584,Podcast piece #584,podcast,2024-11-17,24330,1095,podcast,audio,
CNT-00585,Twitter piece #585,twitter,2024-08-02,7759,201,twitter,social,
CNT-00586,Blog piece #586,blog,2024-07-01,3901,133,blog,content,cmp_001
CNT-00587,Instagram piece #587,instagram,2025-05-06,50,2,instagram,social,
CNT-00588,Podcast piece #588,podcast,2024-10-19,4301,230,podcast,audio,cmp_005
CNT-00589,Youtube piece #589,youtube,2025-01-25,69585,1280,youtube,video,cmp_012
CNT-00590,Blog piece #590,blog,2024-09-13,10243,159,,content,
CNT-00591,Twitter piece #591,twitter,2024-02-03,7012,280,twitter,social,
CNT-00592,Twitter piece #592,twitter,2025-02-02,18131,369,twitter,social,
CNT-00593,Instagram piece #593,instagram,2024-02-18,33701,1946,instagram,social,cmp_022
CNT-00594,Youtube piece #594,youtube,2024-01-14,33084,1544,youtube,video,
CNT-00595,Newsletter piece #595,newsletter,2024-08-18,14366,598,newsletter,email,cmp_030
CNT-00596,Twitter piece #596,twitter,2024-07-17,6063,141,twitter,social,
CNT-00597,Twitter piece #597,twitter,2024-06-26,11660,117,twitter,social,cmp_015
CNT-00598,Podcast piece #598,podcast,2024-09-18,10482,86,podcast,audio,
CNT-00599,Youtube piece #599,youtube,2024-06-06,77796,3752,youtube,video,
CNT-00600,Instagram piece #600,instagram,2025-05-17,14285,701,instagram,social,cmp_010
CNT-00601,Podcast piece #601,podcast,2024-08-13,25517,1247,podcast,audio,cmp_027
CNT-00602,Youtube piece #602,youtube,2024-12-23,36258,707,youtube,video,cmp_012
CNT-00603,Instagram piece #603,instagram,2024-08-11,39433,1289,instagram,social,
CNT-00604,Blog piece #604,blog,2024-01-10,4465,62,blog,content,cmp_020
CNT-00605,Podcast piece #605,podcast,2024-09-06,28181,695,podcast,audio,
CNT-00606,Newsletter piece #606,newsletter,2024-09-19,6142,221,newsletter,email,
CNT-00607,Instagram piece #607,instagram,2025-06-10,26670,274,instagram,social,cmp_022
CNT-00608,Youtube piece #608,youtube,2024-04-08,17275,288,youtube,video,cmp_004
CNT-00609,Blog piece #609,blog,2024-03-08,7237,138,blog,content,
CNT-00610,Twitter piece #610,twitter,2025-03-21,21839,908,twitter,social,
CNT-00611,Twitter piece #611,twitter,2024-01-25,5746,72,,social,
CNT-00612,Podcast piece #612,podcast,2024-03-13,17047,646,podcast,audio,cmp_027
CNT-00613,Newsletter piece #613,newsletter,2025-02-18,7191,309,newsletter,email,
CNT-00614,Podcast piece #614,podcast,2024-03-05,15678,741,podcast,audio,
CNT-00615,Youtube piece #615,youtube,2025-01-01,56505,2764,youtube,video,cmp_018
CNT-00616,Newsletter piece #616,newsletter,2025-02-08,7006,355,,email,cmp_008
CNT-00617,Twitter piece #617,twitter,2025-02-04,16058,374,twitter,social,cmp_017
CNT-00618,Youtube piece #618,youtube,2024-05-24,50,0,,video,
CNT-00619,Podcast piece #619,podcast,2024-03-28,9963,547,podcast,audio,cmp_023
CNT-00620,Twitter piece #620,twitter,2024-07-07,23260,453,twitter,social,cmp_015
CNT-00621,Blog piece #621,blog,2024-02-25,10970,654,blog,content,cmp_006
CNT-00622,Blog piece #622,blog,2024-03-09,50,1,blog,content,
CNT-00623,Instagram piece #623,instagram,2024-12-31,35347,466,instagram,social,
CNT-00624,Instagram piece #624,instagram,2025-05-12,35898,1128,instagram,social,cmp_022
CNT-00625,Twitter piece #625,twitter,2025-01-08,18445,309,twitter,social,
CNT-00626,Blog piece #626,blog,2025-03-22,50,1,blog,content,
CNT-00627,Instagram piece #627,instagram,2025-05-06,9894,236,instagram,social,cmp_022
CNT-00628,Youtube piece #628,youtube,2024-10-14,50887,2679,youtube,video,cmp_012
CNT-00629,Blog piece #629,blog,2024-03-19,4926,257,blog,content,
CNT-00630,Podcast piece #630,podcast,2025-02-18,50,2,podcast,audio,cmp_026
CNT-00631,Podcast piece #631,podcast,2025-04-28,12101,343,podcast,audio,
CNT-00632,Instagram piece #632,instagram,2024-05-17,15835,509,instagram,social,cmp_022
CNT-00633,Youtube piece #633,youtube,2024-09-01,73261,2925,youtube,video,cmp_018
CNT-00634,Twitter piece #634,twitter,2024-07-02,1345,50,twitter,social,
CNT-00635,Twitter piece #635,twitter,2025-05-10,13919,662,twitter,social,cmp_015
CNT-00636,Youtube piece #636,youtube,2024-07-30,42107,1470,youtube,video,cmp_018
CNT-00637,Youtube piece #637,youtube,2024-02-10,68719,3064,youtube,video,
CNT-00638,Blog piece #638,blog,2024-09-26,5612,213,blog,content,cmp_014
CNT-00639,Instagram piece #639,instagram,2024-03-20,9243,509,instagram,social,cmp_010
CNT-00640,Newsletter piece #640,newsletter,2025-05-08,7512,406,,email,
CNT-00641,Newsletter piece #641,newsletter,2024-06-18,8723,197,newsletter,email,cmp_030
CNT-00642,Blog piece #642,blog,2024-05-01,10293,436,blog,content,cmp_001
CNT-00643,Newsletter piece #643,newsletter,2025-05-05,1638,68,newsletter,email,cmp_008
CNT-00644,Podcast piece #644,podcast,2024-06-13,16581,248,podcast,audio,
CNT-00645,Twitter piece #645,twitter,2024-02-27,20169,703,twitter,social,
CNT-00646,Blog piece #646,blog,2024-01-20,13041,700,blog,content,
CNT-00647,Youtube piece #647,youtube,2024-08-09,50,2,youtube,video,
CNT-00648,Podcast piece #648,podcast,2024-05-26,23867,1177,podcast,audio,cmp_026
CNT-00649,Twitter piece #649,twitter,2024-12-16,20569,238,twitter,social,cmp_002
CNT-00650,Twitter piece #650,twitter,2025-06-19,7452,392,twitter,social,cmp_015
CNT-00651,Podcast piece #651,podcast,2024-04-08,23535,922,podcast,audio,cmp_005
CNT-00652,Youtube piece #652,youtube,2025-05-08,97203,4110,youtube,video,cmp_004
CNT-00653,Blog piece #653,blog,2025-03-17,2570,26,blog,content,cmp_029
CNT-00654,Newsletter piece #654,newsletter,2025-01-25,7362,193,newsletter,email,
CNT-00655,Blog piece #655,blog,2024-04-10,3537,169,blog,content,cmp_016
CNT-00656,Podcast piece #656,podcast,2025-02-22,18112,387,,audio,
CNT-00657,Youtube piece #657,youtube,2025-06-19,47395,1992,youtube,video,cmp_012
CNT-00658,Youtube piece #658,youtube,2024-06-07,47188,1422,youtube,video,cmp_021
CNT-00659,Newsletter piece #659,newsletter,2025-01-09,50,1,newsletter,email,
CNT-00660,Podcast piece #660,podcast,2025-05-09,50,0,podcast,audio,cmp_026
CNT-00661,Podcast piece #661,podcast,2024-12-18,16373,248,podcast,audio,cmp_023
CNT-00662,Newsletter piece #662,newsletter,2024-06-14,3218,42,newsletter,email,
CNT-00663,Podcast piece #663,podcast,2024-02-23,27373,226,podcast,audio,cmp_027
CNT-00664,Youtube piece #664,youtube,2024-03-06,104094,2256,youtube,video,
CNT-00665,Blog piece #665,blog,2025-01-28,9302,391,blog,content,
CNT-00666,Youtube piece #666,youtube,2024-06-28,33474,1382,youtube,video,cmp_028
CNT-00667,Podcast piece #667,podcast,2024-10-19,20360,703,podcast,audio,
CNT-00668,Blog piece #668,blog,2024-02-06,11926,318,blog,content,
